id,filename,relative_path,repository,size_bytes,modified_date,file_type,source,parent_folder
1,"product-marketing.md",".agents/product-marketing.md","current-repo","8456","2026-06-26","md","current-repo-filesystem",".agents"
2,"evals.json",".agents/skills/ab-testing/evals/evals.json","current-repo","8027","2026-06-16","json","current-repo-filesystem",".agents/skills/ab-testing/evals"
3,"sample-size-guide.md",".agents/skills/ab-testing/references/sample-size-guide.md","current-repo","7716","2026-06-16","md","current-repo-filesystem",".agents/skills/ab-testing/references"
4,"test-templates.md",".agents/skills/ab-testing/references/test-templates.md","current-repo","6750","2026-06-16","md","current-repo-filesystem",".agents/skills/ab-testing/references"
5,"SKILL.md",".agents/skills/ab-testing/SKILL.md","current-repo","11515","2026-06-16","md","current-repo-filesystem",".agents/skills/ab-testing"
6,"evals.json",".agents/skills/ad-creative/evals/evals.json","current-repo","6940","2026-06-16","json","current-repo-filesystem",".agents/skills/ad-creative/evals"
7,"generative-tools.md",".agents/skills/ad-creative/references/generative-tools.md","current-repo","24741","2026-06-16","md","current-repo-filesystem",".agents/skills/ad-creative/references"
8,"platform-specs.md",".agents/skills/ad-creative/references/platform-specs.md","current-repo","6738","2026-06-16","md","current-repo-filesystem",".agents/skills/ad-creative/references"
9,"SKILL.md",".agents/skills/ad-creative/SKILL.md","current-repo","13968","2026-06-16","md","current-repo-filesystem",".agents/skills/ad-creative"
10,"evals.json",".agents/skills/ads/evals/evals.json","current-repo","6554","2026-06-16","json","current-repo-filesystem",".agents/skills/ads/evals"
11,"ad-copy-templates.md",".agents/skills/ads/references/ad-copy-templates.md","current-repo","5028","2026-06-16","md","current-repo-filesystem",".agents/skills/ads/references"
12,"audience-targeting.md",".agents/skills/ads/references/audience-targeting.md","current-repo","6310","2026-06-16","md","current-repo-filesystem",".agents/skills/ads/references"
13,"conversion-tracking.md",".agents/skills/ads/references/conversion-tracking.md","current-repo","11494","2026-06-16","md","current-repo-filesystem",".agents/skills/ads/references"
14,"platform-setup-checklists.md",".agents/skills/ads/references/platform-setup-checklists.md","current-repo","7890","2026-06-16","md","current-repo-filesystem",".agents/skills/ads/references"
15,"SKILL.md",".agents/skills/ads/SKILL.md","current-repo","14581","2026-06-16","md","current-repo-filesystem",".agents/skills/ads"
16,"evals.json",".agents/skills/ai-seo/evals/evals.json","current-repo","6677","2026-06-16","json","current-repo-filesystem",".agents/skills/ai-seo/evals"
17,"content-patterns.md",".agents/skills/ai-seo/references/content-patterns.md","current-repo","10322","2026-06-16","md","current-repo-filesystem",".agents/skills/ai-seo/references"
18,"content-types.md",".agents/skills/ai-seo/references/content-types.md","current-repo","2609","2026-06-16","md","current-repo-filesystem",".agents/skills/ai-seo/references"
19,"okf.md",".agents/skills/ai-seo/references/okf.md","current-repo","6056","2026-06-16","md","current-repo-filesystem",".agents/skills/ai-seo/references"
20,"platform-ranking-factors.md",".agents/skills/ai-seo/references/platform-ranking-factors.md","current-repo","11336","2026-06-16","md","current-repo-filesystem",".agents/skills/ai-seo/references"
21,"SKILL.md",".agents/skills/ai-seo/SKILL.md","current-repo","26544","2026-06-16","md","current-repo-filesystem",".agents/skills/ai-seo"
22,"evals.json",".agents/skills/analytics/evals/evals.json","current-repo","6455","2026-06-16","json","current-repo-filesystem",".agents/skills/analytics/evals"
23,"event-library.md",".agents/skills/analytics/references/event-library.md","current-repo","8914","2026-06-16","md","current-repo-filesystem",".agents/skills/analytics/references"
24,"ga4-implementation.md",".agents/skills/analytics/references/ga4-implementation.md","current-repo","6643","2026-06-16","md","current-repo-filesystem",".agents/skills/analytics/references"
25,"gtm-implementation.md",".agents/skills/analytics/references/gtm-implementation.md","current-repo","7960","2026-06-16","md","current-repo-filesystem",".agents/skills/analytics/references"
26,"SKILL.md",".agents/skills/analytics/SKILL.md","current-repo","8670","2026-06-16","md","current-repo-filesystem",".agents/skills/analytics"
27,"evals.json",".agents/skills/aso/evals/evals.json","current-repo","7491","2026-06-16","json","current-repo-filesystem",".agents/skills/aso/evals"
28,"apple-specs.md",".agents/skills/aso/references/apple-specs.md","current-repo","6196","2026-06-16","md","current-repo-filesystem",".agents/skills/aso/references"
29,"benchmarks.md",".agents/skills/aso/references/benchmarks.md","current-repo","5162","2026-06-16","md","current-repo-filesystem",".agents/skills/aso/references"
30,"google-play-specs.md",".agents/skills/aso/references/google-play-specs.md","current-repo","6139","2026-06-16","md","current-repo-filesystem",".agents/skills/aso/references"
31,"report-template.md",".agents/skills/aso/references/report-template.md","current-repo","5337","2026-06-16","md","current-repo-filesystem",".agents/skills/aso/references"
32,"scoring-criteria.md",".agents/skills/aso/references/scoring-criteria.md","current-repo","13880","2026-06-16","md","current-repo-filesystem",".agents/skills/aso/references"
33,"SKILL.md",".agents/skills/aso/SKILL.md","current-repo","15908","2026-06-16","md","current-repo-filesystem",".agents/skills/aso"
34,"evals.json",".agents/skills/churn-prevention/evals/evals.json","current-repo","6755","2026-06-16","json","current-repo-filesystem",".agents/skills/churn-prevention/evals"
35,"cancel-flow-patterns.md",".agents/skills/churn-prevention/references/cancel-flow-patterns.md","current-repo","10966","2026-06-16","md","current-repo-filesystem",".agents/skills/churn-prevention/references"
36,"dunning-playbook.md",".agents/skills/churn-prevention/references/dunning-playbook.md","current-repo","13096","2026-06-16","md","current-repo-filesystem",".agents/skills/churn-prevention/references"
37,"SKILL.md",".agents/skills/churn-prevention/SKILL.md","current-repo","18844","2026-06-16","md","current-repo-filesystem",".agents/skills/churn-prevention"
38,"evals.json",".agents/skills/co-marketing/evals/evals.json","current-repo","6988","2026-06-16","json","current-repo-filesystem",".agents/skills/co-marketing/evals"
39,"SKILL.md",".agents/skills/co-marketing/SKILL.md","current-repo","10443","2026-06-16","md","current-repo-filesystem",".agents/skills/co-marketing"
40,"evals.json",".agents/skills/cold-email/evals/evals.json","current-repo","7119","2026-06-16","json","current-repo-filesystem",".agents/skills/cold-email/evals"
41,"benchmarks.md",".agents/skills/cold-email/references/benchmarks.md","current-repo","5900","2026-06-16","md","current-repo-filesystem",".agents/skills/cold-email/references"
42,"follow-up-sequences.md",".agents/skills/cold-email/references/follow-up-sequences.md","current-repo","3956","2026-06-16","md","current-repo-filesystem",".agents/skills/cold-email/references"
43,"frameworks.md",".agents/skills/cold-email/references/frameworks.md","current-repo","5493","2026-06-16","md","current-repo-filesystem",".agents/skills/cold-email/references"
44,"personalization.md",".agents/skills/cold-email/references/personalization.md","current-repo","4516","2026-06-16","md","current-repo-filesystem",".agents/skills/cold-email/references"
45,"subject-lines.md",".agents/skills/cold-email/references/subject-lines.md","current-repo","3068","2026-06-16","md","current-repo-filesystem",".agents/skills/cold-email/references"
46,"SKILL.md",".agents/skills/cold-email/SKILL.md","current-repo","7509","2026-06-16","md","current-repo-filesystem",".agents/skills/cold-email"
47,"evals.json",".agents/skills/community-marketing/evals/evals.json","current-repo","7803","2026-06-16","json","current-repo-filesystem",".agents/skills/community-marketing/evals"
48,"SKILL.md",".agents/skills/community-marketing/SKILL.md","current-repo","9122","2026-06-16","md","current-repo-filesystem",".agents/skills/community-marketing"
49,"evals.json",".agents/skills/competitor-profiling/evals/evals.json","current-repo","7581","2026-06-16","json","current-repo-filesystem",".agents/skills/competitor-profiling/evals"
50,"templates.md",".agents/skills/competitor-profiling/references/templates.md","current-repo","4835","2026-06-16","md","current-repo-filesystem",".agents/skills/competitor-profiling/references"
51,"tool-reference.md",".agents/skills/competitor-profiling/references/tool-reference.md","current-repo","7261","2026-06-16","md","current-repo-filesystem",".agents/skills/competitor-profiling/references"
52,"SKILL.md",".agents/skills/competitor-profiling/SKILL.md","current-repo","14657","2026-06-16","md","current-repo-filesystem",".agents/skills/competitor-profiling"
53,"evals.json",".agents/skills/competitors/evals/evals.json","current-repo","6777","2026-06-16","json","current-repo-filesystem",".agents/skills/competitors/evals"
54,"content-architecture.md",".agents/skills/competitors/references/content-architecture.md","current-repo","7862","2026-06-16","md","current-repo-filesystem",".agents/skills/competitors/references"
55,"templates.md",".agents/skills/competitors/references/templates.md","current-repo","5638","2026-06-16","md","current-repo-filesystem",".agents/skills/competitors/references"
56,"SKILL.md",".agents/skills/competitors/SKILL.md","current-repo","8586","2026-06-16","md","current-repo-filesystem",".agents/skills/competitors"
57,"evals.json",".agents/skills/content-strategy/evals/evals.json","current-repo","6618","2026-06-16","json","current-repo-filesystem",".agents/skills/content-strategy/evals"
58,"headless-cms.md",".agents/skills/content-strategy/references/headless-cms.md","current-repo","8627","2026-06-16","md","current-repo-filesystem",".agents/skills/content-strategy/references"
59,"SKILL.md",".agents/skills/content-strategy/SKILL.md","current-repo","12637","2026-06-16","md","current-repo-filesystem",".agents/skills/content-strategy"
60,"evals.json",".agents/skills/copy-editing/evals/evals.json","current-repo","7636","2026-06-16","json","current-repo-filesystem",".agents/skills/copy-editing/evals"
61,"checklist.md",".agents/skills/copy-editing/references/checklist.md","current-repo","1794","2026-06-16","md","current-repo-filesystem",".agents/skills/copy-editing/references"
62,"content-refresh.md",".agents/skills/copy-editing/references/content-refresh.md","current-repo","2336","2026-06-16","md","current-repo-filesystem",".agents/skills/copy-editing/references"
63,"plain-english-alternatives.md",".agents/skills/copy-editing/references/plain-english-alternatives.md","current-repo","8652","2026-06-16","md","current-repo-filesystem",".agents/skills/copy-editing/references"
64,"SKILL.md",".agents/skills/copy-editing/SKILL.md","current-repo","15457","2026-06-16","md","current-repo-filesystem",".agents/skills/copy-editing"
65,"evals.json",".agents/skills/copywriting/evals/evals.json","current-repo","8229","2026-06-16","json","current-repo-filesystem",".agents/skills/copywriting/evals"
66,"copy-frameworks.md",".agents/skills/copywriting/references/copy-frameworks.md","current-repo","8231","2026-06-16","md","current-repo-filesystem",".agents/skills/copywriting/references"
67,"natural-transitions.md",".agents/skills/copywriting/references/natural-transitions.md","current-repo","5956","2026-06-16","md","current-repo-filesystem",".agents/skills/copywriting/references"
68,"SKILL.md",".agents/skills/copywriting/SKILL.md","current-repo","7795","2026-06-16","md","current-repo-filesystem",".agents/skills/copywriting"
69,"evals.json",".agents/skills/cro/evals/evals.json","current-repo","7767","2026-06-16","json","current-repo-filesystem",".agents/skills/cro/evals"
70,"experiments.md",".agents/skills/cro/references/experiments.md","current-repo","8098","2026-06-16","md","current-repo-filesystem",".agents/skills/cro/references"
71,"form.md",".agents/skills/cro/references/form.md","current-repo","10734","2026-06-16","md","current-repo-filesystem",".agents/skills/cro/references"
72,"SKILL.md",".agents/skills/cro/SKILL.md","current-repo","6288","2026-06-16","md","current-repo-filesystem",".agents/skills/cro"
73,"evals.json",".agents/skills/customer-research/evals/evals.json","current-repo","11169","2026-06-16","json","current-repo-filesystem",".agents/skills/customer-research/evals"
74,"source-guides.md",".agents/skills/customer-research/references/source-guides.md","current-repo","16591","2026-06-16","md","current-repo-filesystem",".agents/skills/customer-research/references"
75,"SKILL.md",".agents/skills/customer-research/SKILL.md","current-repo","12162","2026-06-16","md","current-repo-filesystem",".agents/skills/customer-research"
76,"evals.json",".agents/skills/directory-submissions/evals/evals.json","current-repo","8450","2026-06-16","json","current-repo-filesystem",".agents/skills/directory-submissions/evals"
77,"directory-list.md",".agents/skills/directory-submissions/references/directory-list.md","current-repo","26171","2026-06-16","md","current-repo-filesystem",".agents/skills/directory-submissions/references"
78,"positioning-variations.md",".agents/skills/directory-submissions/references/positioning-variations.md","current-repo","9580","2026-06-16","md","current-repo-filesystem",".agents/skills/directory-submissions/references"
79,"submission-tracker-template.csv",".agents/skills/directory-submissions/references/submission-tracker-template.csv","current-repo","20078","2026-06-16","csv","current-repo-filesystem",".agents/skills/directory-submissions/references"
80,"SKILL.md",".agents/skills/directory-submissions/SKILL.md","current-repo","23742","2026-06-16","md","current-repo-filesystem",".agents/skills/directory-submissions"
81,"evals.json",".agents/skills/emails/evals/evals.json","current-repo","6759","2026-06-16","json","current-repo-filesystem",".agents/skills/emails/evals"
82,"copy-guidelines.md",".agents/skills/emails/references/copy-guidelines.md","current-repo","2445","2026-06-16","md","current-repo-filesystem",".agents/skills/emails/references"
83,"email-types.md",".agents/skills/emails/references/email-types.md","current-repo","14765","2026-06-16","md","current-repo-filesystem",".agents/skills/emails/references"
84,"sequence-templates.md",".agents/skills/emails/references/sequence-templates.md","current-repo","4086","2026-06-16","md","current-repo-filesystem",".agents/skills/emails/references"
85,"SKILL.md",".agents/skills/emails/SKILL.md","current-repo","8873","2026-06-16","md","current-repo-filesystem",".agents/skills/emails"
86,"SKILL.md",".agents/skills/find-skills/SKILL.md","current-repo","5446","2026-06-17","md","current-repo-filesystem",".agents/skills/find-skills"
87,"evals.json",".agents/skills/free-tools/evals/evals.json","current-repo","6334","2026-06-16","json","current-repo-filesystem",".agents/skills/free-tools/evals"
88,"tool-types.md",".agents/skills/free-tools/references/tool-types.md","current-repo","4229","2026-06-16","md","current-repo-filesystem",".agents/skills/free-tools/references"
89,"SKILL.md",".agents/skills/free-tools/SKILL.md","current-repo","6121","2026-06-16","md","current-repo-filesystem",".agents/skills/free-tools"
90,"evals.json",".agents/skills/image/evals/evals.json","current-repo","7021","2026-06-16","json","current-repo-filesystem",".agents/skills/image/evals"
91,"ai-image-prompting.md",".agents/skills/image/references/ai-image-prompting.md","current-repo","8319","2026-06-16","md","current-repo-filesystem",".agents/skills/image/references"
92,"SKILL.md",".agents/skills/image/SKILL.md","current-repo","16138","2026-06-16","md","current-repo-filesystem",".agents/skills/image"
93,"audio.md",".agents/skills/insforge/ai/audio.md","current-repo","3836","2026-06-17","md","current-repo-filesystem",".agents/skills/insforge/ai"
94,"chat-completions.md",".agents/skills/insforge/ai/chat-completions.md","current-repo","4698","2026-06-17","md","current-repo-filesystem",".agents/skills/insforge/ai"
95,"embeddings-and-rag.md",".agents/skills/insforge/ai/embeddings-and-rag.md","current-repo","5268","2026-06-17","md","current-repo-filesystem",".agents/skills/insforge/ai"
96,"image-generation.md",".agents/skills/insforge/ai/image-generation.md","current-repo","4162","2026-06-17","md","current-repo-filesystem",".agents/skills/insforge/ai"
97,"models-list.md",".agents/skills/insforge/ai/models-list.md","current-repo","2936","2026-06-17","md","current-repo-filesystem",".agents/skills/insforge/ai"
98,"overview.md",".agents/skills/insforge/ai/overview.md","current-repo","3978","2026-06-17","md","current-repo-filesystem",".agents/skills/insforge/ai"
99,"video-generation.md",".agents/skills/insforge/ai/video-generation.md","current-repo","3388","2026-06-17","md","current-repo-filesystem",".agents/skills/insforge/ai"
100,"sdk-integration.md",".agents/skills/insforge/auth/sdk-integration.md","current-repo","19636","2026-06-17","md","current-repo-filesystem",".agents/skills/insforge/auth"
101,"ssr-integration.md",".agents/skills/insforge/auth/ssr-integration.md","current-repo","12630","2026-06-17","md","current-repo-filesystem",".agents/skills/insforge/auth"
102,"sdk-integration.md",".agents/skills/insforge/database/sdk-integration.md","current-repo","8058","2026-06-17","md","current-repo-filesystem",".agents/skills/insforge/database"
103,"sdk-integration.md",".agents/skills/insforge/email/sdk-integration.md","current-repo","6632","2026-06-17","md","current-repo-filesystem",".agents/skills/insforge/email"
104,"sdk-integration.md",".agents/skills/insforge/functions/sdk-integration.md","current-repo","2359","2026-06-17","md","current-repo-filesystem",".agents/skills/insforge/functions"
105,"razorpay.md",".agents/skills/insforge/payments/razorpay.md","current-repo","12060","2026-06-17","md","current-repo-filesystem",".agents/skills/insforge/payments"
106,"stripe.md",".agents/skills/insforge/payments/stripe.md","current-repo","12133","2026-06-17","md","current-repo-filesystem",".agents/skills/insforge/payments"
107,"sdk-integration.md",".agents/skills/insforge/realtime/sdk-integration.md","current-repo","9754","2026-06-17","md","current-repo-filesystem",".agents/skills/insforge/realtime"
108,"SKILL.md",".agents/skills/insforge/SKILL.md","current-repo","20420","2026-06-17","md","current-repo-filesystem",".agents/skills/insforge"
109,"postgres-rls.md",".agents/skills/insforge/storage/postgres-rls.md","current-repo","13889","2026-06-17","md","current-repo-filesystem",".agents/skills/insforge/storage"
110,"s3-gateway.md",".agents/skills/insforge/storage/s3-gateway.md","current-repo","10109","2026-06-17","md","current-repo-filesystem",".agents/skills/insforge/storage"
111,"sdk-integration.md",".agents/skills/insforge/storage/sdk-integration.md","current-repo","4377","2026-06-17","md","current-repo-filesystem",".agents/skills/insforge/storage"
112,"auth.md",".agents/skills/insforge-cli/references/auth.md","current-repo","2132","2026-06-17","md","current-repo-filesystem",".agents/skills/insforge-cli/references"
113,"merge.md",".agents/skills/insforge-cli/references/branch/merge.md","current-repo","10033","2026-06-17","md","current-repo-filesystem",".agents/skills/insforge-cli/references/branch"
114,"overview.md",".agents/skills/insforge-cli/references/branch/overview.md","current-repo","8644","2026-06-17","md","current-repo-filesystem",".agents/skills/insforge-cli/references/branch"
115,"reset.md",".agents/skills/insforge-cli/references/branch/reset.md","current-repo","5379","2026-06-17","md","current-repo-filesystem",".agents/skills/insforge-cli/references/branch"
116,"compute-deploy.md",".agents/skills/insforge-cli/references/compute-deploy.md","current-repo","16602","2026-06-17","md","current-repo-filesystem",".agents/skills/insforge-cli/references"
117,"config.md",".agents/skills/insforge-cli/references/config.md","current-repo","4663","2026-06-17","md","current-repo-filesystem",".agents/skills/insforge-cli/references"
118,"create.md",".agents/skills/insforge-cli/references/create.md","current-repo","2611","2026-06-17","md","current-repo-filesystem",".agents/skills/insforge-cli/references"
119,"access-control.md",".agents/skills/insforge-cli/references/database/access-control.md","current-repo","17520","2026-06-17","md","current-repo-filesystem",".agents/skills/insforge-cli/references/database"
120,"export.md",".agents/skills/insforge-cli/references/database/export.md","current-repo","1165","2026-06-17","md","current-repo-filesystem",".agents/skills/insforge-cli/references/database"
121,"import.md",".agents/skills/insforge-cli/references/database/import.md","current-repo","714","2026-06-17","md","current-repo-filesystem",".agents/skills/insforge-cli/references/database"
122,"integrity.md",".agents/skills/insforge-cli/references/database/integrity.md","current-repo","8129","2026-06-17","md","current-repo-filesystem",".agents/skills/insforge-cli/references/database"
123,"migrations.md",".agents/skills/insforge-cli/references/database/migrations.md","current-repo","8825","2026-06-17","md","current-repo-filesystem",".agents/skills/insforge-cli/references/database"
124,"query.md",".agents/skills/insforge-cli/references/database/query.md","current-repo","3197","2026-06-17","md","current-repo-filesystem",".agents/skills/insforge-cli/references/database"
125,"vector.md",".agents/skills/insforge-cli/references/database/vector.md","current-repo","6801","2026-06-17","md","current-repo-filesystem",".agents/skills/insforge-cli/references/database"
126,"deploy.md",".agents/skills/insforge-cli/references/deployments/deploy.md","current-repo","8564","2026-06-17","md","current-repo-filesystem",".agents/skills/insforge-cli/references/deployments"
127,"domains.md",".agents/skills/insforge-cli/references/deployments/domains.md","current-repo","3347","2026-06-17","md","current-repo-filesystem",".agents/skills/insforge-cli/references/deployments"
128,"diagnostics.md",".agents/skills/insforge-cli/references/diagnostics.md","current-repo","3545","2026-06-17","md","current-repo-filesystem",".agents/skills/insforge-cli/references"
129,"functions-deploy.md",".agents/skills/insforge-cli/references/functions-deploy.md","current-repo","5735","2026-06-17","md","current-repo-filesystem",".agents/skills/insforge-cli/references"
130,"login.md",".agents/skills/insforge-cli/references/login.md","current-repo","1390","2026-06-17","md","current-repo-filesystem",".agents/skills/insforge-cli/references"
131,"overview.md",".agents/skills/insforge-cli/references/payments/overview.md","current-repo","6564","2026-06-17","md","current-repo-filesystem",".agents/skills/insforge-cli/references/payments"
132,"razorpay.md",".agents/skills/insforge-cli/references/payments/razorpay.md","current-repo","6794","2026-06-17","md","current-repo-filesystem",".agents/skills/insforge-cli/references/payments"
133,"stripe.md",".agents/skills/insforge-cli/references/payments/stripe.md","current-repo","7673","2026-06-17","md","current-repo-filesystem",".agents/skills/insforge-cli/references/payments"
134,"posthog.md",".agents/skills/insforge-cli/references/posthog.md","current-repo","6656","2026-06-17","md","current-repo-filesystem",".agents/skills/insforge-cli/references"
135,"realtime.md",".agents/skills/insforge-cli/references/realtime.md","current-repo","2185","2026-06-17","md","current-repo-filesystem",".agents/skills/insforge-cli/references"
136,"schedules.md",".agents/skills/insforge-cli/references/schedules.md","current-repo","5306","2026-06-17","md","current-repo-filesystem",".agents/skills/insforge-cli/references"
137,"SKILL.md",".agents/skills/insforge-cli/SKILL.md","current-repo","22594","2026-06-17","md","current-repo-filesystem",".agents/skills/insforge-cli"
138,"evals.json",".agents/skills/launch/evals/evals.json","current-repo","6558","2026-06-16","json","current-repo-filesystem",".agents/skills/launch/evals"
139,"SKILL.md",".agents/skills/launch/SKILL.md","current-repo","13234","2026-06-16","md","current-repo-filesystem",".agents/skills/launch"
140,"evals.json",".agents/skills/lead-magnets/evals/evals.json","current-repo","8131","2026-06-16","json","current-repo-filesystem",".agents/skills/lead-magnets/evals"
141,"benchmarks.md",".agents/skills/lead-magnets/references/benchmarks.md","current-repo","4363","2026-06-16","md","current-repo-filesystem",".agents/skills/lead-magnets/references"
142,"format-guide.md",".agents/skills/lead-magnets/references/format-guide.md","current-repo","6022","2026-06-16","md","current-repo-filesystem",".agents/skills/lead-magnets/references"
143,"SKILL.md",".agents/skills/lead-magnets/SKILL.md","current-repo","11235","2026-06-16","md","current-repo-filesystem",".agents/skills/lead-magnets"
144,"evals.json",".agents/skills/marketing-ideas/evals/evals.json","current-repo","6068","2026-06-16","json","current-repo-filesystem",".agents/skills/marketing-ideas/evals"
145,"ideas-by-category.md",".agents/skills/marketing-ideas/references/ideas-by-category.md","current-repo","15592","2026-06-16","md","current-repo-filesystem",".agents/skills/marketing-ideas/references"
146,"SKILL.md",".agents/skills/marketing-ideas/SKILL.md","current-repo","5469","2026-06-16","md","current-repo-filesystem",".agents/skills/marketing-ideas"
147,"evals.json",".agents/skills/marketing-plan/evals/evals.json","current-repo","7848","2026-06-16","json","current-repo-filesystem",".agents/skills/marketing-plan/evals"
148,"aarrr-framework.md",".agents/skills/marketing-plan/references/aarrr-framework.md","current-repo","10946","2026-06-16","md","current-repo-filesystem",".agents/skills/marketing-plan/references"
149,"budget-planning.md",".agents/skills/marketing-plan/references/budget-planning.md","current-repo","8739","2026-06-16","md","current-repo-filesystem",".agents/skills/marketing-plan/references"
150,"client-types.md",".agents/skills/marketing-plan/references/client-types.md","current-repo","11759","2026-06-16","md","current-repo-filesystem",".agents/skills/marketing-plan/references"
151,"current-state-rubric.md",".agents/skills/marketing-plan/references/current-state-rubric.md","current-repo","11911","2026-06-16","md","current-repo-filesystem",".agents/skills/marketing-plan/references"
152,"example-quietude.md",".agents/skills/marketing-plan/references/example-quietude.md","current-repo","70088","2026-06-16","md","current-repo-filesystem",".agents/skills/marketing-plan/references"
153,"funding-stage-unlocks.md",".agents/skills/marketing-plan/references/funding-stage-unlocks.md","current-repo","10027","2026-06-16","md","current-repo-filesystem",".agents/skills/marketing-plan/references"
154,"growth-patterns.md",".agents/skills/marketing-plan/references/growth-patterns.md","current-repo","9682","2026-06-16","md","current-repo-filesystem",".agents/skills/marketing-plan/references"
155,"idea-cross-reference.md",".agents/skills/marketing-plan/references/idea-cross-reference.md","current-repo","13683","2026-06-16","md","current-repo-filesystem",".agents/skills/marketing-plan/references"
156,"measurement-framework.md",".agents/skills/marketing-plan/references/measurement-framework.md","current-repo","11058","2026-06-16","md","current-repo-filesystem",".agents/skills/marketing-plan/references"
157,"methodology.md",".agents/skills/marketing-plan/references/methodology.md","current-repo","16940","2026-06-16","md","current-repo-filesystem",".agents/skills/marketing-plan/references"
158,"ops-stack-mapping.md",".agents/skills/marketing-plan/references/ops-stack-mapping.md","current-repo","12418","2026-06-16","md","current-repo-filesystem",".agents/skills/marketing-plan/references"
159,"plan-template.md",".agents/skills/marketing-plan/references/plan-template.md","current-repo","19229","2026-06-16","md","current-repo-filesystem",".agents/skills/marketing-plan/references"
160,"team-and-agency-model.md",".agents/skills/marketing-plan/references/team-and-agency-model.md","current-repo","14815","2026-06-16","md","current-repo-filesystem",".agents/skills/marketing-plan/references"
161,"SKILL.md",".agents/skills/marketing-plan/SKILL.md","current-repo","21551","2026-06-16","md","current-repo-filesystem",".agents/skills/marketing-plan"
162,"evals.json",".agents/skills/marketing-psychology/evals/evals.json","current-repo","6124","2026-06-16","json","current-repo-filesystem",".agents/skills/marketing-psychology/evals"
163,"SKILL.md",".agents/skills/marketing-psychology/SKILL.md","current-repo","22339","2026-06-16","md","current-repo-filesystem",".agents/skills/marketing-psychology"
164,"evals.json",".agents/skills/onboarding/evals/evals.json","current-repo","6352","2026-06-16","json","current-repo-filesystem",".agents/skills/onboarding/evals"
165,"experiments.md",".agents/skills/onboarding/references/experiments.md","current-repo","8054","2026-06-16","md","current-repo-filesystem",".agents/skills/onboarding/references"
166,"SKILL.md",".agents/skills/onboarding/SKILL.md","current-repo","6811","2026-06-16","md","current-repo-filesystem",".agents/skills/onboarding"
167,"evals.json",".agents/skills/paywalls/evals/evals.json","current-repo","6500","2026-06-16","json","current-repo-filesystem",".agents/skills/paywalls/evals"
168,"experiments.md",".agents/skills/paywalls/references/experiments.md","current-repo","5583","2026-06-16","md","current-repo-filesystem",".agents/skills/paywalls/references"
169,"SKILL.md",".agents/skills/paywalls/SKILL.md","current-repo","6026","2026-06-16","md","current-repo-filesystem",".agents/skills/paywalls"
170,"evals.json",".agents/skills/popups/evals/evals.json","current-repo","6679","2026-06-16","json","current-repo-filesystem",".agents/skills/popups/evals"
171,"SKILL.md",".agents/skills/popups/SKILL.md","current-repo","12259","2026-06-16","md","current-repo-filesystem",".agents/skills/popups"
172,"evals.json",".agents/skills/pricing/evals/evals.json","current-repo","6542","2026-06-16","json","current-repo-filesystem",".agents/skills/pricing/evals"
173,"research-methods.md",".agents/skills/pricing/references/research-methods.md","current-repo","4932","2026-06-16","md","current-repo-filesystem",".agents/skills/pricing/references"
174,"tier-structure.md",".agents/skills/pricing/references/tier-structure.md","current-repo","7431","2026-06-16","md","current-repo-filesystem",".agents/skills/pricing/references"
175,"SKILL.md",".agents/skills/pricing/SKILL.md","current-repo","7293","2026-06-16","md","current-repo-filesystem",".agents/skills/pricing"
176,"evals.json",".agents/skills/product-marketing/evals/evals.json","current-repo","5921","2026-06-16","json","current-repo-filesystem",".agents/skills/product-marketing/evals"
177,"SKILL.md",".agents/skills/product-marketing/SKILL.md","current-repo","7879","2026-06-16","md","current-repo-filesystem",".agents/skills/product-marketing"
178,"evals.json",".agents/skills/programmatic-seo/evals/evals.json","current-repo","6971","2026-06-16","json","current-repo-filesystem",".agents/skills/programmatic-seo/evals"
179,"playbooks.md",".agents/skills/programmatic-seo/references/playbooks.md","current-repo","8612","2026-06-16","md","current-repo-filesystem",".agents/skills/programmatic-seo/references"
180,"SKILL.md",".agents/skills/programmatic-seo/SKILL.md","current-repo","7336","2026-06-16","md","current-repo-filesystem",".agents/skills/programmatic-seo"
181,"evals.json",".agents/skills/prospecting/evals/evals.json","current-repo","9926","2026-06-16","json","current-repo-filesystem",".agents/skills/prospecting/evals"
182,"b2b-prospecting.md",".agents/skills/prospecting/references/b2b-prospecting.md","current-repo","5066","2026-06-16","md","current-repo-filesystem",".agents/skills/prospecting/references"
183,"compliance.md",".agents/skills/prospecting/references/compliance.md","current-repo","6355","2026-06-16","md","current-repo-filesystem",".agents/skills/prospecting/references"
184,"data-sources.md",".agents/skills/prospecting/references/data-sources.md","current-repo","11687","2026-06-16","md","current-repo-filesystem",".agents/skills/prospecting/references"
185,"local-prospecting.md",".agents/skills/prospecting/references/local-prospecting.md","current-repo","8315","2026-06-16","md","current-repo-filesystem",".agents/skills/prospecting/references"
186,"saas-prospecting.md",".agents/skills/prospecting/references/saas-prospecting.md","current-repo","6174","2026-06-16","md","current-repo-filesystem",".agents/skills/prospecting/references"
187,"SKILL.md",".agents/skills/prospecting/SKILL.md","current-repo","15400","2026-06-16","md","current-repo-filesystem",".agents/skills/prospecting"
188,"journalist-pitching.md",".agents/skills/public-relations/references/journalist-pitching.md","current-repo","11433","2026-06-16","md","current-repo-filesystem",".agents/skills/public-relations/references"
